DIVISI,Material SAP,Material Description Maximo,Base Unit of Measure,Status,Lokasi Sistem,Lokasi Fisik,StoreRoom,Penempatan pada Alat,Deskripsi Penempatan
RTG,AA-012-001292,Bearing FAG 6202 2RSR - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001291,Bearing SKF 6313 - S,PC,ACTIVE,,,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001290,Bearing Gearbox Trolley (33207 / SKF) - S,PC,PLANNING,LEMARI 4,,TPS,GEARBOX,Gearbox and Transmission
RTG,AA-012-001289,Bearing Tapper Roller ND Axle (30224/SKF) - S,PC,ACTIVE,DD 2,DD 2,TPS,DRIVE_SYSTEM,Drive System and Wheels
RTG,AA-012-001288,Bearing Tapper Roller ND Axle (30317/SKF) - S,PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,DRIVE_SYSTEM,Drive System and Wheels
RTG,AA-012-001287,Bearing Tapper Roller ND Axle (30317/FAG) - S,PC,PLANNING,LEMARI 4,,TPS,DRIVE_SYSTEM,Drive System and Wheels
RTG,AA-012-001286,Bearing Roller Giude (GE50-110/Torington) - S,PC,ACTIVE,,,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001285,Bearing Roller Giude (GE50-110/INA) - S,PC,ACTIVE,,,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001284,BEARING FAG NJ406-M1,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001283,GEAR WHEEL HS 250-1566-140,PC,ACTIVE,E 1,E 1,TPS,GEARBOX,Gearbox and Transmission
RTG,AA-012-001282,BEARING NCF2944 V/C3,PC,ACTIVE,LEMARI 6,XX5,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001281,BEARING NJG2318VH/C3,PC,ACTIVE,LEMARI 6,,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001280,Bearing Fan hub Engine (LM 48548/10) - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,ENGINE,Engine and Power Generation
RTG,AA-012-001279,BEARING NO.23122 FAG,PC,ACTIVE,,,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001278,Bearing Drive Axle (JP 13049/10 /TIMKEN) - S,PC,ACTIVE,LEMARI 8,,TPS,DRIVE_SYSTEM,Drive System and Wheels
RTG,AA-012-001277,Bearing Pulley Hoist (22218 C3/W33 / SKF) - S,PC,ACTIVE,LEMARI 5,XX5,TPS,HOIST_SYSTEM,Hoist and Lifting System
RTG,AA-012-001276,BEARING 33213 SKF,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001275,BEARING 32313 SKF,PC,ACTIVE,LEMARI 6,XX4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001274,Bearing Gearbox Trolley (22222 E -C1 SKF),PC,ACTIVE,LEMARI 5,XX5,TPS,GEARBOX,Gearbox and Transmission
RTG,AA-012-001273,Rod end f/ gantry steering cylinder - S,PC,ACTIVE,CC 2,CC 2,TPS,HYDRAULIC_SYSTEM,Hydraulic System Components
RTG,AA-012-001272,Bearing Rod end cylinder slewing (GE 50 ES 2RS / SKF) - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,HYDRAULIC_SYSTEM,Hydraulic System Components
RTG,AA-012-001271,Spacer Trolley Wheel - S,PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,DRIVE_SYSTEM,Drive System and Wheels
RTG,AA-012-001270,Hoist Drum - S,PC,ACTIVE,,,TPS,HOIST_SYSTEM,Hoist and Lifting System
RTG,AA-012-001269,"TROLLEY WHEEL ,MATERIAL AISI 4140 SESUAI DRAWING FELS M204-2-4 EUROPORT",PC,ACTIVE,BLOK,BLOK,TPS,DRIVE_SYSTEM,Drive System and Wheels
RTG,AA-012-001268,Potensio Joystick RTG Fels (PD550 - 50 KO) - S,PC,ACTIVE,2B 2,2B 2,TPS,HYDRAULIC_CONTROLS,Hydraulic Control Components
RTG,AA-012-001267,JOYSTICK VNS022.18AKEAPHU.9P10.9P10 SPOHN & BURKHARDT D89143 BLAUBEUREN RTG FELS,PC,ACTIVE,2C 4,2C 4,TPS,HYDRAULIC_CONTROLS,Hydraulic Control Components
RTG,AA-012-001266,JOYSTICK TROLLEY/GANTRY/HOIST BVV85B3KWDDWA13-2ZS+2ZS+2Z-EPB11 GESSMANN ( 50-53),PC,ACTIVE,2A 4,2A 4,TPS,HYDRAULIC_CONTROLS,Hydraulic Control Components
RTG,AA-012-001265,Bearing Transfer Case (32214 J2/ SKF) - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001264,Bearing Tie rod end steering (GE 40 ES/IKO) - S,PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001263,Bearing Spreader / CTR Pump (6206 Z / NTN) - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,FUEL_SYSTEM,Fuel Tank and Fuel System Components
RTG,AA-012-001262,BEARING ROLLER GUIDE GE 50-110 SKF,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001261,Bearing Trolley wheel (23220 CC / W33 / SKF) - S,PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,DRIVE_SYSTEM,Drive System and Wheels
RTG,AA-012-001260,Bearing Iddler pulley Engine pump & H/G Fan (6305 Z C3 / FAG) - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,ENGINE,Engine and Power Generation
RTG,AA-012-001259,Bearing Pulley ATS ( MI 36/GR 44 SS / Mc GILL) - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001258,Bearing Planetary drive axle (needle brg 005131428) - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,DRIVE_SYSTEM,Drive System and Wheels
RTG,AA-012-001257,Bearing SKF 6208 Z C3 - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001256,Bearing SKF 6306 Z - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001255,Bearing Load cell (GEH 40-2RS/ SKF) - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001254,Bearing Link Plate (GE 100 DO 2RS / IKO) - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001253,Bearing Drum Hoist (23948 CC / W33 / SKF) - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,HOIST_SYSTEM,Hoist and Lifting System
RTG,AA-012-001252,Bearing ATS Bearbox (394 A / 399 A) - S,PC,PLANNING,LEMARI 4,,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001251,Bearing ATS Bearbox (394 A / 395 A) - S,PC,PLANNING,LEMARI 4,,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001250,"Bearing GB spreader 20-40"", mtr fan Hoist, Trolley gen (6204/SKF) - S",PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,COOLING_SYSTEM,Cooling System Components
RTG,AA-012-001249,Bearing GB telescopic spreader (6304-2RS C3 SKF) - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001248,COVER BEARING FELS,PC,ACTIVE,,,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001247,BEARING NTN GE - 6301,PC,ACTIVE,,,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001246,BEARING GE - 15 ES,PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001245,BEARING FAG 22211-E1,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001244,BEARING FAG 32308-A,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001243,BEARING FAG 22311-E1,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001242,BEARING FAG 22218-E1,PC,ACTIVE,,,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001241,BEARING FAG 23024-E1A-M,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001240,BEARING FAG 23030-E1A-M,PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001239,BEARING FAG 6015,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001238,BEARING FAG 6307,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001237,Bearing FAG 6305 2ZR - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001236,BEARING FAG 6406-C3,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001235,BEARING FAG 6409-C3,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001234,BEARING FAG 6022-C3,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001233,BEARING FAG 6215-C3,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001232,TAPPER ROLLER BEARING JP.13010,PC,ACTIVE,LEMARI 8,XX1,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001231,INNER BEARING FOR NON DRIVE AXLE 30224 JZ.,UN,ACTIVE,,,TPS,DRIVE_SYSTEM,Drive System and Wheels
RTG,AA-012-001230,BEARING FOR GEAR BOXBRG 9795/ATS 15 5B,UN,ACTIVE,LEMARI 4,LEMARI 4,TPS,GEARBOX,Gearbox and Transmission
RTG,AA-012-001229,"BEARING, 005.13.1428",UN,ACTIVE,,,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001228,BALL BEARING 005.01.0118,UN,PLANNING,LEMARI 5,,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001227,BEARING ON SHEAVE BRG.9795S.ATS23/ANTI SWAY POWER PACK,UN,ACTIVE,,,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001226,WHEEL HUB,UN,PLANNING,A 1,,TPS,DRIVE_SYSTEM,Drive System and Wheels
RTG,AA-012-001225,RING PLATE TROLLEY WHEEL BEARING HOUSING (38 - 49) 129X110X4,UN,ACTIVE,LEMARI 5,LEMARI 5,TPS,DRIVE_SYSTEM,Drive System and Wheels
RTG,AA-012-001224,"RING PLATE TROLLEY WHEEL BEARING HOUSING (38 - 49) 199X174X5,5",PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,DRIVE_SYSTEM,Drive System and Wheels
RTG,AA-012-001223,BEARING 6308 - 22 / C3,PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001222,BEARING 6306 - 22 / C3,PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001221,BEARING DRIVE ENGINE NSK 6304-2-5B,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,ENGINE,Engine and Power Generation
CC,AA-012-001220,Rope sheave CC Impsa KP 826 (fabrikasi),PC,ACTIVE,,S 1,TPS,NULL,No Placement Information Available
CC,AA-012-001219,Bearing NJ228ECM (140x250x42),PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001218,Bearing 23132-CC,PC,ACTIVE,NN 1,NN 1,TPS,NULL,No Placement Information Available
CC,AA-012-001217,"Iddle Wheel Gantry Old Kone. Mat : 42CrMo4V/Setara, 45-55HRC",UN,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001216,"Driven Wheel Gantry Old Kone. Mat : 42CrMo4V/Setara, 45-55HRC",UN,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001215,"Roller Carrier Festoon Trolley, M 120 mm Mat.Peyu Type L",PC,ACTIVE,MM 1,MM 1,TPS,NULL,No Placement Information Available
CC,AA-012-001214,Bearing NCF 2930 CV/C3,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001213,Slide Bearing PM22080DX PN.52489897,PC,ACTIVE,LL 3,LL 3,TPS,NULL,No Placement Information Available
CC,AA-012-001212,Bearing Zx100K Flipper Gearbox PN.42521 Bromma,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001211,"Roller Safety Wire Rope Hoist, Size: 110x360mm, Mat: SCM440 -P **",PC,ACTIVE,N 1,N 1,TPS,NULL,No Placement Information Available
CC,AA-012-001210,Bearing 6209 2ZR FAG For Roller Safety Wire rope CC Old Kone,PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
CC,AA-012-001209,Roller Guide Cable Festoon CC New Kone (Type L),PC,ACTIVE,PP 3,PP 3,TPS,NULL,No Placement Information Available
CC,AA-012-001208,Bearing SL18-2968-TB-C3 INA,PC,ACTIVE,M 2,M 2,TPS,NULL,No Placement Information Available
CC,AA-012-001207,Roller Bearing SL045022-PP-2NR 110x170x180 mm INA,UN,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
CC,AA-012-001206,Bearing SL182918 Brand INA,PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
CC,AA-012-001205,Bearing 22309 Brand SKF,PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
CC,AA-012-001204,ROLLER; GUIDE ROLLER SR6-S0146-000 . ( 52793556 ),PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001203,Bearing GE 40 ES brand SKF for Cylinder Twin STINIS,PC,ACTIVE,OO 3,OO 3,TPS,NULL,No Placement Information Available
CC,AA-012-001202,Trolley Guide Rollers LV1176-GR-OP2 New KONE ( Type L ),PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001201,Bearing GE 240 TXA 2LS Brand SKF For Boom Hinge New Kone,PC,ACTIVE,O 2,O 2,TPS,NULL,No Placement Information Available
CC,AA-012-001200,Bearing Rope Sheave Hoist CC New Kone Type NNF 5032 ADA-2LSV include Snap Ring,UN,ACTIVE,PP 1,PP 1,TPS,NULL,No Placement Information Available
CC,AA-012-001199,Roller Man Lift 110 x 35 mm Uk. Shaft 75 x 42 mm include bearing 6006Z,PC,ACTIVE,KK 3,KK 3,TPS,NULL,No Placement Information Available
CC,AA-012-001198,Roller Guide Cable Festoon GL/GB-50-IGA PN. 52491140 for CC New Kone,PC,ACTIVE,MM 2,MM 2,TPS,NULL,No Placement Information Available
CC,AA-012-001197,Bearing GE160ES For Front Stay Boom,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001196,Bearing 24124 Brand SKF,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001195,Bearing 22326 Brand SKF,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001194,Bearing 22340 Brand SKF,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001193,Bearing 24060 Brand SKF,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001192,"Bearing, PN: 22215E, Brand: SKF",PC,ACTIVE,PP 3,PP 3,TPS,NULL,No Placement Information Available
CC,AA-012-001191,Slide Block 40x40.5 PN. 2611-0080-2916,UN,ACTIVE,PP 4,PP 4,TPS,NULL,No Placement Information Available
CC,AA-012-001189,Bearing Housing + Cover 23228 for Trolley Shaft CC 06-09,UN,ACTIVE,O 1,O 1,TPS,NULL,No Placement Information Available
CC,AA-012-001188,Bearing Housing + Cover 23144 for Trolley Shaft CC 06-09,UN,ACTIVE,O 1,O 1,TPS,NULL,No Placement Information Available
CC,AA-012-001187,Roller Guide Trolley LV1176-GR-OP2 PN. 53346127,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001186,Trolley Guide Rollers LV1176-GR-OP2 New KONE,PC,ACTIVE,O 1,O 1,TPS,NULL,No Placement Information Available
CC,AA-012-001185,Bearing Roller Cable Festoon 6005.2RSR,PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
CC,AA-012-001184,Taper Roller Bearing 32320 J2-PRE,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001183,Cylindrical Roller Bearing NJG 2324 VH/C3-PRE,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001182,Cylindrical Roller Bearing NJG 2328 VH/C3-PRE,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001181,Cylindrical Roller Bearing NCF-2968-V/C3,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001180,Bearing Roller Gate Trolley 21314 W33/SKF (New Kone),PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
CC,AA-012-001179,"Roller Safety Wire Rope Trolley (Include Pillow Block), Dia 50x1120mm, Mat. ST 90 -P",PC,ACTIVE,MM 1,,TPS,NULL,No Placement Information Available
CC,AA-012-001178,"Roller Guide Trolley, Roll Dia. 300x80mm, Oil Seal 10x110x90, Mat. Polyurethane (Peyu) -P",PC,ACTIVE,OO 3,OO 3,TPS,NULL,No Placement Information Available
CC,AA-012-001177,"Bearing 32310 J2Q, Brand: FAG -P",PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
CC,AA-012-001176,Bearing P/N: HP6 BM3 6203 -P,PC,PLANNING,LEMARI 3,,TPS,NULL,No Placement Information Available
CC,AA-012-001175,Bearing P/N: HP6 BM3 6000 -P,PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
CC,AA-012-001174,"Bearing, PN: SL19-2328-A, Brand: INA -P",PC,ACTIVE,PP 4,PP 4,TPS,NULL,No Placement Information Available
CC,AA-012-001173,"Bearing, PN: SL19-2324/C3, Brand: INA -P",PC,ACTIVE,PP 5,PP 5,TPS,NULL,No Placement Information Available
CC,AA-012-001172,"Bearing, PN: 3003354, Brand: Cummins -P",PC,PLANNING,N 2,,TPS,NULL,No Placement Information Available
CC,AA-012-001171,"Bearing, PN: 206505, Brand: Cummins -P",PC,PLANNING,LEMARI 3,,TPS,NULL,No Placement Information Available
CC,AA-012-001170,"Bearing, PN: 6206-ZZ, Brand: SKF -P",PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
CC,AA-012-001169,"Bearing, PN: 6005-2RSH, Brand: FAG -P",PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
CC,AA-012-001168,"Bearing, PN: 23144-E1, Brand: FAG -P",PC,ACTIVE,O 1,O 1,TPS,NULL,No Placement Information Available
CC,AA-012-001167,"Bearing, PN: 23140K, Brand: FAG -P",PC,ACTIVE,LL 1,LL 1,TPS,NULL,No Placement Information Available
CC,AA-012-001166,"Bearing, PN: 23130K, Brand: FAG -P",PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
CC,AA-012-001165,"Bearing, PN: 22224-E1, Brand: FAG -P",PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
CC,AA-012-001164,Rope Sheave Boom Hoist -P,PC,ACTIVE,O 2,O 2,TPS,NULL,No Placement Information Available
CC,AA-012-001163,"Rope Sheaves Trolley (Include Shaft, Nut, Split), Dia. 310x48mm, Mat. S45C -P",PC,ACTIVE,OO 2,OO 2,TPS,NULL,No Placement Information Available
CC,AA-012-001162,"Rope Sheaves Trolley, PN: KP560-22, Mat. Steel Casting -P",PC,ACTIVE,M 2,M 2,TPS,NULL,No Placement Information Available
CC,AA-012-001161,"Rope Sheaves Hoist, Dia. 772x99mm, Mat. Steel Casting -P",PC,ACTIVE,CONT. 4,CONT. 4,TPS,NULL,No Placement Information Available
CC,AA-012-001160,"Rope Sheaves Hoist at Headblock Spreader, Dia. 780x140mm, Mat. Steel Casting -P",PC,ACTIVE,CONT. 3,CONT. 3,TPS,NULL,No Placement Information Available
CC,AA-012-001159,Roller Balancing IMPSA -P,PC,ACTIVE,KK 3,KK 3,TPS,NULL,No Placement Information Available
CC,AA-012-001158,Roller Cable Festoon IHI PU Include Bearing Complete -P,PC,PLANNING,LL 1,,TPS,NULL,No Placement Information Available
CC,AA-012-001157,"Roller Cable Festoon, Dia. 100 x 27,5mm, Mat. Peyu (KONE Lama) -P",PC,ACTIVE,NN 2,NN 2,TPS,NULL,No Placement Information Available
CC,AA-012-001156,"Bearing, PN: 206505, Brand: Cummins -P",PC,PLANNING,LEMARI 3,,TPS,NULL,No Placement Information Available
CC,AA-012-001155,"Bearing, PN: GE70, Brand: SKF -P",PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
CC,AA-012-001154,"Roller Safety Wire Rope Hoist, Dia. 50x200mm + Support -P",PC,ACTIVE,OO 1,,TPS,NULL,No Placement Information Available
CC,AA-012-001153,"Roller Cable Festoon, Dia. 80x25x120mm, Shaft Dia. 50x60x80mm, Mat. Bearing -P",PC,ACTIVE,MM 3,MM 3,TPS,NULL,No Placement Information Available
CC,AA-012-001152,"Roller Cable Festoon, Dia. 110 x 30mm, Mat. Peyu (IPMSA CC10)",PC,ACTIVE,MM 2,MM 2,TPS,NULL,No Placement Information Available
CC,AA-012-001151,"Roller Cable Festoon, Dia. 100 x 24mm (KONE lama)",PC,ACTIVE,MM 2,MM 2,TPS,NULL,No Placement Information Available
CC,AA-012-001150,"Roller Cable Festoon, Brand: Hitachi, Dia 110xT24mm, Mat. S45C (Include Bearing) -P",PC,PENDOBS,MM 1,,TPS,NULL,No Placement Information Available
CC,AA-012-001149,"Bearing, Spherical Rotule, P/N: GE140ES",PC,ACTIVE,NN 1,NN 1,TPS,NULL,No Placement Information Available
CC,AA-012-001148,"Bearing, PN: NNF5026ADA-2LSV, Brand: SKF",PC,ACTIVE,NN 3,NN 3,TPS,NULL,No Placement Information Available
CC,AA-012-001147,"Bearing, PN: 6026, Brand: SKF -P",PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
CC,AA-012-001146,"Bearing, PN: 32312, Brand: Koyo -P",PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
CC,AA-012-001145,"Bearing, PN: 32308, Brand: NTN -P",PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
CC,AA-012-001144,"Bearing, PN: 23228-E1-A-M, Brand: FAG",PC,ACTIVE,O 2,O 2,TPS,NULL,No Placement Information Available
CC,AA-012-001143,ROPE SHAFT AMOUNT OF BEARING,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001142,ROPE SHAVE HOIST ANTARA BEARING. IMPS 670-11/8,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001141,ROPE SHEAVE MAIN HOIST & BEARING. IMPS 910-11/8,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001140,BEARING GR-217C,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001139,"BEARING 23122 CC/W33 ""SKF""",PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
ME,AA-012-001024,Bearing PN 91E43-00300,PC,ACTIVE,RR 2,RR 2,TPS,NULL,No Placement Information Available
ME,AA-012-001004,BEARING 8142-30311,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-000876,Bearing GE25ES SKF,PC,ACTIVE,LEMARI 1,LEMARI 1,TPS,NULL,No Placement Information Available
CC,AA-012-000860,Bearing 32309 Brand SKF,PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
RTG,AA-012-000851,Bearing SKF 608 2RSH - S,PC,ACTIVE,,,TPS,TROLLEY_SYSTEM,Trolley Movement System
CC,AA-012-000838,Festoon Carrier Roller(Wheel) RP-120-VK-IGA . ( 52489438 ),PC,ACTIVE,,,TPS,NULL,No Placement Information Available
RTG,AA-012-000834,Bearing SKF 6302 - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
CC,AA-012-000793,Bearing 32320 FAG,PC,ACTIVE,OO 4,OO 4,TPS,NULL,No Placement Information Available
CC,AA-012-000633,Bearing 6210 For Rope Sheave Safety Wire rope CC 14 - 16,PC,ACTIVE,LEMARI 3,LEMARI 3,TPS,NULL,No Placement Information Available
ME,AA-012-000563,Bearing Roda Belakang PN. 921162.0011,PC,ACTIVE,RR 1,RR 1,TPS,NULL,No Placement Information Available
CC,AA-011-000619,Coil brake Trolley NM390NR513 PN. 52481282,UN,ACTIVE,M 2 /,M 2,TPS,NULL,No Placement Information Available
CC,AA-011-000618,Coupling for Trolley Motor SPIDEX-A55GG-98SHA-D48 PN. 53344606,PC,ACTIVE,LL 2,LL 2,TPS,NULL,No Placement Information Available
RTG,AA-011-000617,FRICTION DISC ACM NM34005JPV (38-49),PC,ACTIVE,LEMARI 6,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AA-011-000616,FRICTION DISC TROLLEY NM34006BL (38-49),PC,ACTIVE,LEMARI 6,,TPS,TROLLEY_SYSTEM,Trolley Movement System
ME,AA-011-000615,BRAKE CHAMBER PN. 20533195 VOLVO,PC,ACTIVE,QQ 1,QQ 1,TPS,NULL,No Placement Information Available
RTG,AA-011-000614,FRICTION DISC AND HUB SET ACM /TROLLEY SP-NM38740JPMV/52314610/52308596 ( KB ),PC,ACTIVE,LEMARI 6,XX 1,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-011-000613,Friction Disc Hoist SFB 160 PN. 000 589 300 214 BUBENZER,PC,ACTIVE,LEMARI 6,AA1,TPS,HOIST_SYSTEM,Hoist and Lifting System
Lain,AA-011-000612,6 Inch - PU Swivel Caster Wheel With Brake,PC,,,,,NULL,No Placement Information Available
ME,AA-011-000611,Brake Drum 18T Jost PN J40410008,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-011-000610,Brake Shoe Assy. S420×220 PN J18A1131000A,UN,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-011-000609,Boster Rem Hino Pn.44610-37171,PC,ACTIVE,GG 2,GG 2,TPS,NULL,No Placement Information Available
ME,AA-011-000607,Kampas Rem Depan ( 97956-925 ),PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-011-000606,Kampas Rem Depan Mitsubishi L300,PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
